Market Name,Market URL,Description of Market,Products in Market
Recruitment Process Outsourcing,https://www.gartner.com/reviews/market/recruitment-process-outsourcing,"Gartner defines the RPO market as third-party providers that specialize in all aspects of recruitment and partner with organizations to manage some or all of their recruitment functions, including contingent and (more commonly) permanent placement.
RPO is one component of a broader range of HR business process outsourcing (BPO) solutions. These can include, for example, outsourcing of shared or managed services, learning and development, employment law, compensation design or payroll services. This market guide focuses only on RPO providers and services.","['ADP Recruitment Process Outsourcing Services', 'Cielo Recruitment Process Outsourcing Services', 'Korn Ferry Recruitment Process Outsourcing Services']"
Regulatory Change Management Solutions,https://www.gartner.com/reviews/market/regulatory-change-management-solutions,The regulatory change management solutions market tracks regulatory changes across multiple risk domains and triggers business processes to promote compliance with those regulations. Products in this market are distinguishable from regulatory tracking solutions alone in that the change management solutions are capable of triggering business processes.,"['Archer Regulatory and Corporate Compliance Management', 'IBM OpenPages with Watson', 'LogicManager', 'Clausematch', 'MetricStream Regulatory Change Management', 'OneSumX', 'Predict360', 'PwC Compliance Insights', 'RecordPoint Data Trust Platform', 'SAI360 Regulatory Change Management']"
Relocation Management Software,https://www.gartner.com/reviews/market/relocation-management-software,"Relocation Management Software is a type of HR technology designed to streamline the process of managing employee relocations. It helps organizations efficiently handle various aspects of employee relocation, such as allowing selection of the right vendor or supplier for the specific needs, tracking reimbursement requests and compliance with local and national laws, and generating reports on relocation program performance, expenses and other key metrics. It also integrates with other HR and payroll systems to ensure data consistency. By using this software, organizations can improve the efficiency and accuracy of their relocation processes, reduce administrative burdens, enhance employee experience during relocations and gain better visibility into relocation costs and trends.","['Relocity', 'Copilot', 'Benivo', 'ReloTalent', 'Localyze', 'Cartus', 'Orion Mobility', 'Skipr']"
Remote Desktop Software,https://www.gartner.com/reviews/market/remote-desktop-software,Remote Desktop Software allows secure access and control of remote devices across multiple platforms. The software provides the same level of access as being physically present to manage and control the resources of the remote device. The software offers secure transfer of files in a live or unattended support session. The Remote Desktop software is generally used by the IT professionals performing maintenance and support personnel assisting end-users.,"['TeamViewer Remote', 'Zoho Assist', 'BeyondTrust Remote Support', 'AnyDesk', 'GoTo Resolve', 'Rescue', 'Splashtop', 'VNC Connect', 'RemotePC', 'Parallels RAS', 'MobaXTerm', 'SolarWinds DameWare Remote Support', 'GoToMyPC', 'EV Reach', 'ISL Online', 'Avica Remote Desktop', 'Parallels Secure Workspace', 'ScreenMeet', 'Springdel Platform']"
Remote Proctoring Services for Higher Education,https://www.gartner.com/reviews/market/remote-proctoring-services-for-higher-education,Remote proctoring services are a key component of online and remote learning. These services provide the means for verifying the identity of students at a distance before an assessment and the methods for ensuring that students taking the assessment are not cheating or getting unauthorized support. Online proctoring systems do this using a number of biometric- and video-based techniques.,"['Wheebox Online Proctoring Services for Higher Education', 'LockDown Browser', 'Questionmark Secure', 'ProctorU Proctoring Platform', 'Examity', 'Honorlock', 'Safe Exam Browser', 'Test Invite Online Proctoring Services for Higher Education', 'BVirtual', 'Comprobo', 'ExamOnline', 'ProctorExam Live Proctoring', 'ProctorFree', 'Proctorio', 'Smowl']"
Remote Proctoring in Education,https://www.gartner.com/reviews/market/remote-proctoring-in-education,"Remote proctoring services are a key component of online learning, professional certification and remote examinations. These services provide the means for verifying student identities or exam takers at a distance before an assessment. And they provide the methods for ensuring that students or exam takers taking the assessment are not cheating or getting unauthorized support. Online proctoring systems ensure student identity by using a number of technological and biometric- and video-based techniques.","['Inspera Smarter Proctoring', 'ProctorU Proctoring Platform', 'ExamOnline', 'ExamSoft', 'Examity', 'RPNow', 'Smowl', 'Sumadi', 'Talview Live Proctoring']"
Renewable Energy Management Solutions,https://www.gartner.com/reviews/market/renewable-energy-management-solutions,"Energy companies that own and/or operate utility-scale renewable assets use renewable energy management solutions (REMS) as a set of modular functions deployed on a scalable platform. REMS manage and optimize RE production, operations and maintenance across assets, sites and portfolios. Given the variable capacity factors of these assets, REMS orchestrates numerous data inputs through integration, including the as-built composite digital twin, operational and condition data, and near-real-time environmental and weather forecasts to maximize generation for any operational strategy. REMS can be configured to optimize energy against business objectives. It provides core functionality onto which complementary products or services can be layered and integrated with APIs. REMS platforms dynamically reconfigure operational states across discrete assets, from unit to fleet level, across geographies and markets. A REMS platform will support key functionalities, including complex data collection, monitoring, managing and control of asset operations. It will also orchestrate RE sources and optimize their performance.","['CGI Renewables Management System', 'EcoStruxure for Power Generation', 'Energy Studio Pro', 'Greenbyte Platform']"
Request for Proposal (RFP) Software,https://www.gartner.com/reviews/market/request-for-proposal-rfp-software,"Request for Proposal (RFP) software is designed to streamline and automate the process of creating, issuing, and managing requests for proposals. The software automates RFP creation providing a repository of documents and templates to create and customize RFP templates allowing users to define the scope, requirements, and evaluation criteria for the project. It facilitates collaboration among stakeholders involved in the RFP process by offering features such as document sharing, version control, etc. It can be integrated with other systems such as customer relationship management (CRM) or procurement software.
RFP software is commonly used in business and procurement processes to solicit proposals from vendors or service providers and compare them to determine the best proposal. Additionally, sales and marketing teams use it to submit RFP responses, track the results of their submissions, collaborate with other stakeholders, and maintain a content repository.","['RFPIO', 'Loopio', 'Proposify', 'RocketRFP', 'Arphie', 'PandaDoc', 'RFP360', 'Qvidian', 'Catapult', 'XaitProposal']"
Resource Scheduling Applications,https://www.gartner.com/reviews/market/resource-scheduling-applications,"Gartner defines Resource Scheduling Applications (RSAs) as applications that support various aspects of space scheduling and space-related services in a corporate office. These applications simplify the process of finding available space and determining what amenities are provided. They are used to explore and reserve rooms, offices and workstations (shared desks), and also provide pandemic-related safety functions.","['WorkInSync', 'Condeco', 'Rendezvous', 'EMS Software', 'Robin', 'Teem', 'OnBoard (Legacy)', 'LobbyConnect', 'SpaceIQ', 'HotDesk+', 'AskCody', 'Matrix Booking', 'FMS:Employee', 'Flamenco Digital Blanket', 'MyDesk', 'QReserve', 'TableAir', 'Tango Reserve by AgilQuest', 'Yeastar Workplace']"
Retail Assortment Management Applications,https://www.gartner.com/reviews/market/merchandise-assortment-management-applications,"The market for retail assortment management applications (RAMAs) is composed of multichannel retail companies (that is, retailers with stores as well as online and mobile channels) seeking assortment management applications that address business-critical merchandising business processes. Specifically included are Tier 1 general retailers (those with annual retail revenue greater than $3 billion) as well as apparel and specialty top-tier retailers (those with greater than $1 to $3 billion annual retail revenue). There are more than 250 global retailers operating in this market. RAMA products support activities and business processes that are critical to the fulfillment of customers' needs.","['ToolsGroup', 'Board', 'TXTPlanning', 'Luminate Commerce', 'STORIS ERP Software', 'Omni-Channel Merchandising Solutions', 'o9 Solutions Integrated Merchandise Planning (Legacy)', 'Retail Merchandise Planning and Optimization', 'RELEX Platform', 'Celect Assortment Optimization', 'SAS Financial Planning', 'Infor Retail Assortment Management', 'Integrated Merchandise Planning', 'Logility Digital Supply Chain Platform', 'Merchandise Planning and Assortment Management Solutions', 'TXTPlanning - Assortment Management', 'Analyse2 Assortment Planning', 'Direct-to-Consumer Suite', 'Island Pacific Merchandise Planning', 'Periscope Assortment Advisor - Space Management', 'Wholesale Suite', 'Blue Yonder Channel Clustering (Legacy)', 'IBM Cognos TM1 (Legacy)', 'InsightSUITE', 'Periscope Customer Insights', 'Softvision Assortment Planning', 'Softvision Merchandise Planning', 'TXT Retail solution', 'TXT Stage Database', 'TXTPlanning - Allocation', 'TXTPlanning - Item Plan', 'TXTPlanning - Replenishment', 'TXTPlanning - Store Clustering', 'SAS Merchandise Assortment Planning', 'SAS Revenue Optimization Suite', 'Store Planning', 'NCR Retail ONE', 'Spaceman Suite', 'AssortSmart', 'Assortman (Legacy)', 'Assortment Optimization', 'Assortment Planning', 'Assortment and Space Optimization', 'Category Management', 'Category Management Insights', 'Centric Planning', 'Epicor Eagle', 'InfiViz', 'Lift Analytics for Retail', 'Manhattan Associates Assortment Planning', 'Market Basket Analyzer', 'Nielsen Master Data Management', 'OTB Planning', 'Optumera', 'Periscope Market Vision', 'Price and Promotion', 'Q - Retail Inventory Optimization Solution', 'Relex Solutions Clustering (Legacy)', 'Relex Solutions Master Data (Legacy)', 'SAS Enterprise Miner', 'SAS Integrated Worksheet Analytic', 'SAS Visual Statistics', 'SPSS Analytic Server', 'SPSS Modeler Gold', 'Shopper Insights', 'SmartSuite', 'Social Merchandising for Retail', 'Softvision Demand Forecasting', 'Softvision Purchasing', 'Space Planning Optimizer (Legacy)', 'StoreWalk', 'Strategic Assortment', 'Symphony GOLD', 'Toolio', 'Unified Commerce Platform', 'Workcloud Task Management', 'Zobrist Software Smart Merchandiser', 'eWAY Assets', 'retail.me (Legacy)']"
